"name","descriptionEs","descriptionEn","cityName","streetAddressEs","streetAddressEn","image1","image2","price","region","telephone","url","locationNameEs","locationNameEn","lat","long"
"Bodegas Solana de Ramírez","<p>BODEGAS SOLANA DE RAMIREZ RUIZ<strong> </strong>es una explotaci&oacute;n familiar, dedicada generaci&oacute;n tras generaci&oacute;n al cultivo de la vid y posterior elaboraci&oacute;n y crianza de sus vinos, que se consolid&oacute; en el a&ntilde;o 1.985 &nbsp;y que cada d&iacute;a ha logrado posicionarse mejor en el mercado, gracias al esfuerzo y dedicaci&oacute;n de quienes han estado al frente de ella durante todo este tiempo, como tambi&eacute;n a la fidelidad de nuestros clientes.<br /><br />Hemos sabido compaginar la nueva tecnolog&iacute;a para la elaboraci&oacute;n y limpieza del vino, con la manera m&aacute;s tradicional y artesana de hacer los grandes vinos de Rioja. Nuestros vinos, son reconocidos dentro y fuera del pa&iacute;s.<br /><br />Enclavada en &Aacute;balos, en una de las zonas m&aacute;s preciadas de la Denominaci&oacute;n de Origen Calificada Rioja. Los vinos, se comercializan con las marcas, <strong>SOLANA DE RAMIREZ&nbsp; Y VALSARTE.</strong><br /><br />Dise&ntilde;ada con modernas tecnolog&iacute;as, tiene naves independientes para la crianza y reserva de vinos, con cubas centenarias y barricas de roble franc&eacute;s y americano.</p><p>&nbsp;</p>","<p>BODEGAS SOLANA DE RAMIREZ RUIZ<strong> </strong>es una explotaci&oacute;n familiar, dedicada generaci&oacute;n tras generaci&oacute;n al cultivo de la vid y posterior elaboraci&oacute;n y crianza de sus vinos, que se consolid&oacute; en el a&ntilde;o 1.985 &nbsp;y que cada d&iacute;a ha logrado posicionarse mejor en el mercado, gracias al esfuerzo y dedicaci&oacute;n de quienes han estado al frente de ella durante todo este tiempo, como tambi&eacute;n a la fidelidad de nuestros clientes.<br /><br />Hemos sabido compaginar la nueva tecnolog&iacute;a para la elaboraci&oacute;n y limpieza del vino, con la manera m&aacute;s tradicional y artesana de hacer los grandes vinos de Rioja. Nuestros vinos, son reconocidos dentro y fuera del pa&iacute;s.<br /><br />Enclavada en &Aacute;balos, en una de las zonas m&aacute;s preciadas de la Denominaci&oacute;n de Origen Calificada Rioja. Los vinos, se comercializan con las marcas, <strong>SOLANA DE RAMIREZ&nbsp; Y VALSARTE.</strong><br /><br />Dise&ntilde;ada con modernas tecnolog&iacute;as, tiene naves independientes para la crianza y reserva de vinos, con cubas centenarias y barricas de roble franc&eacute;s y americano.</p><p>&nbsp;</p>","Ábalos","Arana, 24","Arana, 24Arana, 24","imagenes/Documentos/imgsem/14/149c/149c2e0d-376e-410e-a3b4-be06a12b94f6/ea8034c0-2012-f8da-14c6-ea381b4b9df5.jpg","imagenes/Documentos/imgsem/14/149c/149c2e0d-376e-410e-a3b4-be06a12b94f6/9ec90cd4-5140-d7f6-2ebc-ebb343b94665.jpg","5","La Rioja Alta","+34 941 308 049/ 941 334 354","www.solanaderamirez.com",,,"42.5718426","-2.7089654"
"Bodega Carlos Moro","<p>BODEGA CARLOS MORO es un proyecto vitivin&iacute;cola marcado por la pasi&oacute;n de un viticultor, en&oacute;logo y bodeguero que ha implantado con &eacute;xito su sello en otras denominaciones de origen igualmente exigentes y prestigiosas. Un ilusionante trabajo impulsado por un equipo de en&oacute;logos responsable de seleccionar una colecci&oacute;n de excelentes pagos en la margen izquierda del r&iacute;o Ebro con epicentro en San Vicente de la Sonsierra, y que suponen el punto de partida para unos vinos que buscan situarse en la &eacute;lite de la DOCa Rioja.</p><p>En la bodega destaca su calado subterr&aacute;neo de 150 metros, con capacidad para 2.000 barricas que permite un envejecimiento en barricas de forma natural y homog&eacute;nea.</p>","Cellar excavated in the rock.","San Vicente de La Sonsierra","Camino Garulege, s/n, 26338","Camino Garulege, s/n, 26338","imagenes/Documentos/imgsem/5f/5fd8/5fd870ef-b7a0-4edd-a65d-3b2bec6445b5/55c4fc76-6d3f-53e1-408f-caec936e6db1.jpg","imagenes/Documentos/imgsem/5f/5fd8/5fd870ef-b7a0-4edd-a65d-3b2bec6445b5/d3516971-f6e3-c519-7f7a-4eb74fd8a0b0.jpg",,"La Rioja Alta","+34 674 353 715/ 607 487 016","www.bodegacarlosmoro.com",,,"42.5631748","-2.7593143"
"Bodegas Olartia","<p>Casa solariega con bodega antigua. Club de vinos (compra de barricas). Grandes salones y comedor.</p>","<br>Country house with old cellar. Wine club (purchase of barrels). Big living rooms and dining room.</br>","Rodezno","Plaza de la Asunción, 8","Plaza de la Asunción, 8","imagenes/Documentos/imgsem/1e/1ed0/1ed0a9b8-10d3-48b7-89d8-7c6d232b2c89/11e216ed-9fab-9ee0-f228-5556cd71362a.jpg","imagenes/Documentos/imgsem/1e/1ed0/1ed0a9b8-10d3-48b7-89d8-7c6d232b2c89/8734c876-4fe0-0e83-ca01-78694e014bbb.jpg",,"La Rioja Alta","941 338 296","www.bodegasolartia.com",,,"42.5257740","-2.8442678"
"Bodegas Tobía","<p>Visita guiada donde descubrir&aacute;n nuestra forma de entender y desarrollar la elaboraci&oacute;n de vinos, descubriendo nuestras singularidades, prestando especial atenci&oacute;n a nuestros dep&oacute;sitos inteligentes para la fermentaci&oacute;n alcoh&oacute;lica, que junto a otra serie de innovaciones, nos permite elaborar vinos de la m&aacute;s alta calidad de forma natural y sencilla. La visita concluir&aacute; con una cata de tres de nuestros vinos.<br />&nbsp;</p>","Guided tour where you will discover our way of understanding and developing wine production, discovering our singularities, paying special attention to our smart tanks for alcoholic fermentation, which along with another series of innovations, mean we can produce wines of the highest quality naturally and easily. The visit ends with the tasting of three of our wines.<br /><br />","Cuzcurrita del Río Tirón","Paraje Senda Rutia, s/n, 26214","Paraje Senda Rutia, s/n   26214","imagenes/Documentos/imgsem/b3/b34b/b34b8408-e315-447d-9ab6-a6e94bf38d91/67461248-bf0b-9a14-a13b-d2b69fcc2390.jpg","imagenes/Documentos/imgsem/b3/b34b/b34b8408-e315-447d-9ab6-a6e94bf38d91/853cfd2d-d2d6-c216-09bb-8f197735e219.jpg","5","La Rioja Alta","+34 941 301 789/ 650 481 731","www.bodegastobia.com",,,"42.545","-2.963979"
"Bodegas y Viñedos del Marqués de Vargas","<p>Decir Marqu&eacute;s de Vargas en el mundo del vino es nombrar la saga de cuatro generaciones consagradas a la elaboraci&oacute;n y comercializaci&oacute;n de excelentes vinos riojanos ya que el Marquesado de Vargas lo ostenta una familia estrechamente vinculada a esta importante regi&oacute;n vitivin&iacute;cola espa&ntilde;ola. Fue en 1840 cuando Felipe de la Mata, octavo Marqu&eacute;s de Vargas, realiza las primeras plantaciones de vi&ntilde;a en las cercan&iacute;as de Logro&ntilde;o.</p><p>&nbsp;</p><p>Especialmente memorable fue la figura de Hilario de la Mata, padre del actual Marqu&eacute;s de Vargas, que ostent&oacute; durante a&ntilde;os la presidencia de una de las bodegas m&aacute;s emblem&aacute;ticas de La Rioja.</p><p>&nbsp;</p><p>En 1989, el actual Marqu&eacute;s de Vargas, Pelayo de la Mata, cumpli&oacute; con el sue&ntilde;o de su padre, construyendo una Bodega en la propiedad Hacienda Pradolagar en Logro&ntilde;o. La Bodega, enclavada en el centro de su propio vi&ntilde;edo, concebida como &ldquo;Ch&acirc;teau&rdquo;, se encuentra en el coraz&oacute;n del Valle del Ebro, en la zona conocida como la de &quot;Los Tres Marqueses&quot;. La bodega posee otras dos bodegas: Pazo San Mauro en la D.O. Rias Baixas y Conde de San Crist&oacute;bal en la D.O. Ribera del Duero.</p>","Family Winery  with own vineyard, designed as a Château. The wines produced here stand out for the balance existing between La Rioja traditional values and their personality of being wines produced from a single vineyard.<br /><br />Areas: D.O.Rias Baixas,D.O. Ribera de Duero and D.O.Ca. Rioja.","Logroño","Ctra. Zaragoza, km 6, 26006","Ctra. Zaragoza, km. 6     26006 ","imagenes/Documentos/imgsem/3d/3d3c/3d3c1b08-f98e-476f-ae68-02c4d2f60a32/6df1b0a6-f857-9f3e-1a2b-502875c1948c.jpg","imagenes/Documentos/imgsem/3d/3d3c/3d3c1b08-f98e-476f-ae68-02c4d2f60a32/c634c0ae-eb4b-9d50-05ab-6d527b23f7be.jpg",,"Logroño y alrededores","941 261 401","www.marquesdevargas.com",,,"42.4605009","-2.4186111"
"Bodegas y Viñedos Ilurce","<p>Peque&ntilde;a bodega familiar situada en la localidad de Alfaro. Poseemos m&aacute;s de 60 hect&aacute;reas de vi&ntilde;edos con una edad que oscila entre 20 y m&aacute;s de 100 a&ntilde;os. Desde 2010 nos encontramos en unas nuevas instalaciones m&aacute;s c&oacute;modas y pr&aacute;cticas para trabajar, donde poder seguir elaborando vinos de la m&aacute;xima calidad.</p><p>&nbsp;</p><p><iframe frameborder=""0"" height=""390"" src=""https://www.youtube.com/embed/ykWq4RgO-qg?rel=0"" title=""YouTube video player"" type=""text/html"" width=""480""></iframe></p>","Underground cellar for ageing and storing dug out of the rock.","Alfaro","Crtra. Alfaro - Grávalos (LR289), Km. 23   26540","Avda. Logroño, 7","imagenes/Documentos/imgsem/0c/0cc4/0cc4af7c-c3c6-41d2-9926-5820d3f44759/2c4b2bf6-d018-a8c1-e70a-9a636c67620c.jpg","imagenes/Documentos/imgsem/0c/0cc4/0cc4af7c-c3c6-41d2-9926-5820d3f44759/312ded47-2986-5f04-cc30-75fc5d4fe387.jpg","5 €/persona adulta, visita guiada pudiendo probar los vinos que elaboramos y con regalo de botella de tinto joven por persona.","La Rioja Suroriental","+34 941 180 829/ 647 922 710","www.ilurce.com","Bodegas y Viñedos Ilurce","Bodegas y Viñedos Ilurce","42.174901","-1.771159"
"Finca Valpiedra","<p>Bodega situada en una espl&eacute;ndida ubicaci&oacute;n geogr&aacute;fica en el meandro del r&iacute;o Ebro que separa La Rioja de &Aacute;lava. Circundada por todo su vi&ntilde;edo, de 80 ha, parcelado, se&ntilde;alizado y visitable. Posee unas maravillosas vistas desde los miradores acondicionados para ello. La bodega posee adem&aacute;s fondos propios de pintura y muebles antiguos. Esta bodega es la &uacute;nica en La Rioja perteneciente a la Asociaci&oacute;n Grandes Pagos de Espa&ntilde;a.<br /><br />El acceso a la bodega se realiza por la carretera que une Cenicero con Laguardia, a trav&eacute;s de un camino que se sit&uacute;a a mano derecha (desde Cenicero), una vez pasado por debajo del puente del tren.</p>","Winery located in a splendid geographical location at the meander of the River Ebro that separates La Rioja from Alava. Surrounded by its 80-hectare vineyard,  parcelled, signposted and open to the public. It has wonderful views from the viewpoints especially prepared for this purpose. The Winery also has its own collection of paintings and antique furniture. It is the only winery in La Rioja belonging to the Asociación Grandes Pagos de Espa&ntilde;a.<br /><br />Access is by the Cenicero-Laguardia road, along a track on the right hand side (coming from Cenicero) once you have gone under the railway bridge.","Fuenmayor","Montecillo, s/n, 26360 Acceso por carretera de Cenicero dirección Elciego","Montecillo, s/n   26360 ","imagenes/Documentos/imgsem/bf/bf8f/bf8f7bed-387b-4a10-b5ab-ea0fe328c42b/3e95abbb-caf2-f91c-36cb-451b07c4d285.jpg","imagenes/Documentos/imgsem/bf/bf8f/bf8f7bed-387b-4a10-b5ab-ea0fe328c42b/cf9daa4d-8cd7-fb40-76c1-237c3baa27d0.jpg","Desde 10 € por persona.","La Rioja Alta","+34 941 450 878/ 941 450 876","www.familiamartinezbujanda.com, www.fincavalpiedra.com, www.shopfamiliamartinezbujanda.com",,,"42.4667784","-2.5625672"
"Bodegas Lagar de Zabala","<p>Bodega antigua restaurada, situada en el centro del casco antiguo, en la Plaza Mayor, bajo los arcos del ayuntamiento de San Vicente de la Sonsierra.</p>","Restored old winery located in the centre of the old town, in the Plaza Mayor, beneath the arcades of San Vicente de la Sonsierra Town Hall.","San Vicente de La Sonsierra","Plaza Mayor, 2   26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Muga","<p>Tres generaciones de la familia Muga forman parte de la historia del vino de Rioja.</p><p>Bodegas Muga fueron fundadas por Isaac Muga Mart&iacute;nez en 1932. En la actualidad la bodega est&aacute; ubicada en un hermoso caser&oacute;n riojano en el coraz&oacute;n vin&iacute;cola de Haro, el Barrio de la Estaci&oacute;n.</p><p>Han pasado los a&ntilde;os y la historia se ha detenido. Ese es nuestro orgullo, seguir siendo una bodega familiar, ello marca impronta y da car&aacute;cter.</p><p>Ser fieles a la tradici&oacute;n y elaboraci&oacute;n artesanal, unido a una clara visit&oacute;n de futuro, ha creado una personalidad propia y ella se transmite en nuestros vinos.</p><p>El origen de los mismos, los vi&ntilde;edos propios en Rioja Alta y la variedad tempranillo, la esencia de nuestros vinos.</p><p>En Muga, la toneler&iacute;a es elaboraci&oacute;n artesana. Controlamos la procedencia y calidad de la madera de roble americano y franc&eacute;s, y construimos nuestros tinos y barricas con el mayor esmero.</p><p>La fermentaci&oacute;n y maceraci&oacute;n en los tinos de madera, la lenta decantaci&oacute;n a lo largo del invierno, la tradicional trasiega por gravedad, la clarificaci&oacute;n con clara de huevo fresco marcan nuestras diferencias en el proceso de elaboraci&oacute;n.</p><p>La crianza en barricas de roble, el reposo en botella y el paso de los a&ntilde;os, proporcionan el car&aacute;cter y buqu&eacute; que define nuestros vinos y les otorga nombre propio: Muga.</p><p>Fiel a su filosof&iacute;a de dar a conocer el mundo del vino a todos sus visitantes, Bodegas Muga inaugura en el 2008 el Espacio Torre Muga. 400 m2 distribuidos en tres plantas coronadas por el elemento exento y diferencial de esta bodega y su familia: La Torre Muga.</p><p>Se trata, sin duda, de un espacio &uacute;nico que cuenta con una amplia zona de recepci&oacute;n y tienda, donde poder degustar los vinos y que ser&aacute; el nuevo punto de partida para visitar la bodega.</p><p>Adem&aacute;s, el nuevo espacio dispone de una luminosa sala de catas y una planta multifuncional, perfecta para reuniones de empresa, convenciones, etc.</p><p>Elaboraci&oacute;n tradicional en dep&oacute;sitos de roble, trasiegos por gravedad durante la crianza en barrica y clarificaci&oacute;n con clara de huevo fresco. Toneler&iacute;a propia.<br /><br /><br /><u><strong>ACTIVIDADES DE OCIO</strong></u></p><p>Zona Wine Bar</p><p>Visita bodega + cata</p><p>Visita bodega + Curso de iniciaci&oacute;n a la cata</p><p>Visita al vi&ntilde;edo + visita a bodega</p><p>Informaci&oacute;n y reservas: 941.306060 / <a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a>&nbsp;</p><p>&nbsp;</p><p><u><strong>Visitas guiadas a la bodega</strong></u></p><p>Un recorrido por el mundo del vino siempre es motivo de aprendizaje y sorpresa. Los imponentes tinos, la serenidad de las salas de crianza, el calor y color de nuestra toneler&iacute;a artesanal, nos har&aacute;n participar de una inigualable experiencia.</p><p>Imprescindible solicitar cita previa &ndash; 941306060 // <a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a></p><p><u><strong>Cursos de iniciaci&oacute;n a la cata</strong></u></p><p>En un entorno incomparable, la sala de catas del Espacio Torre Muga, descubre de una forma amena y divertida las t&eacute;cnicas de cata a trav&eacute;s de los sentidos, aromas, texturas y sabores.</p><p>Cata de 5 vinos incluyendo gama alta</p><p>No se admiten menores de 18 a&ntilde;os.</p><p>Aforo m&aacute;ximo: 24 personas, no se requiere grupo m&iacute;nimo.</p><p>Imprescindible cita previa.</p><p>Informaci&oacute;n y reservas: 941.306060 &ndash; <a href=""mailto:visitas@bodegasmuga.com"" style=""line-height: 1.6;"" target=""_blank"">visitas@bodegasmuga.com</a></p><p><u><strong>Visitas al vi&ntilde;edo</strong></u></p><p>Disfrute de un relajante paseo en un entorno &uacute;nico.&nbsp;</p><p><em>No se admiten menores de 18 a&ntilde;os.</em>&nbsp;</p><p>Imprescindible cita previa.</p><p>Informaci&oacute;n y reservas: 941.306060 &ndash; <a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a></p><p>&nbsp;</p><p><u><strong>EMPRESAS / EVENTOS</strong></u><br /><br />Muga le abre las puertas a un espacio &uacute;nico, perfecto para el encuentro. En Torre Muga las reuniones, las conferencias y las presentaciones se envuelven en maderas nobles y elegantes aromas.<br /><br />Todo el encanto de una bodega centenaria para organizar singulares jornadas de trabajo, sin renunciar a unas instalaciones tecnol&oacute;gicamente adaptadas a todas sus necesidades. Un lugar donde trabajar es un placer<br /><br />Sal&oacute;n de reuniones<br />Aula de cata<br />Actividades de ocio<br /><br />Informaci&oacute;n y reservas: 941.306060 /&nbsp;<a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a></p><p>&nbsp;</p><p><u><strong>SALON DE REUNIONES</strong></u></p><p><br />La sala de conferencias, dise&ntilde;ada bajo los conceptos de comodidad y versatilidad, dispone de los m&aacute;s avanzados soportes multimedia y est&aacute; preparada para presentaciones, charlar, grupos de trabajo, indoor training, formaci&oacute;n, din&aacute;micas de grupo, etc&hellip; Sesiones que pueden ser muy intensas, pero aderezadas con la tranquilidad y la quietud de la Bodega. Un espacio, en suma, lleno de armon&iacute;a, polivalente y completo.<br /><br />Capacidad: 35 personas &ndash; Dispone de audiovisuales y zona wifi<br />Informaci&oacute;n y reservas: 941.306060 /&nbsp;<a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a></p><p><br /><u><strong>AULA DE CATA</strong></u><br /><br />Y tras el trabajo, o sencillamente por puro disfrute, un toque inconfundible para completar cualquier encuentro: una sesi&oacute;n de cata en la Sala de Catas de Torre Muga. Una sala &uacute;nica, situada en la parte m&aacute;s alga de la Torre, en la que la luz y un entorno incomparable son un regalo para los sentidos. Un espacio diferente y genuino para sentir el vino. Aforo m&aacute;ximo: 24 personas<br /><br />Informaci&oacute;n y reservas: 941.306060 / <a href=""mailto:visitas@bodegasmuga.com"" target=""_blank"">visitas@bodegasmuga.com</a></p>","<p>Traditional production in oak casks, gravity decanting during the aging (crianza) in barrel with fresh egg white. Own cooperage.<br /><br /><!--  /* Font Definitions */  @font-face --></p>","Haro","Barrio del la Estación, s/n, 26200","Barrio del la Estación, s/n, 26200 ","imagenes/Documentos/imgsem/65/65a4/65a4a3fe-96dd-4729-b05c-166e224d1975/3ebd262d-59eb-565f-3346-93d5ee8a7930.jpg","imagenes/Documentos/imgsem/65/65a4/65a4a3fe-96dd-4729-b05c-166e224d1975/6907316a-43e3-9bad-5c02-64a7ae2a371b.jpg",,"La Rioja Alta","+34 941 306 060","www.bodegasmuga.com",,,"42.582774","-2.846504"
"López de Heredia Viña Tondonia","<p>La bodega m&aacute;s antigua de Haro, 100% familiar &ndash; Somos fundamentalmente viticultores pues pensamos que el vino se hace en la vi&ntilde;a y no en la bodega. Seguimos elaborando los vinos de forma totalmente artesanal y de la misma manera que lo hac&iacute;a nuestro fundador. Disponemos de toneler&iacute;a propia donde los maestros toneleros reparan y hacen nuevas barricas. Nuestras instalaciones han pasado por 3 siglos que se reflejan el estilo arquitect&oacute;nico. Ofrecemos degustaci&oacute;n de todos nuestros vinos en la bodega.</p>","La bodega más antigua de Haro, 100 % familiar. Somos fundamentalmente viticultores, ya que pensamos que el vino se hace en la viña y no en la bodega. Seguimos elaborando los vinos de forma totalmente artesanal y de la misma manera que lo hacía nuestro fundador. Disponemos de tonelería propia donde los maestros toneleros reparan y hacen nuevas barricas. Nuestras instalaciones han pasado por 3 siglos que se reflejan el estilo arquitectónico. Ofrecemos degustación de todos nuestros vinos en la bodega. <br />","Haro","Avda. de Vizcaya, 3, 26200","Avda. de Vizcaya, 3, 26200","imagenes/Documentos/imgsem/2e/2e83/2e834f56-61ee-4952-b515-cf70ce79c12f/a0b682a8-3f86-268b-6e53-c6554b749058.jpg","imagenes/Documentos/imgsem/2e/2e83/2e834f56-61ee-4952-b515-cf70ce79c12f/2b5524ba-870f-877e-16f7-f1d44f85d454.jpg",,"La Rioja Alta","+34 941 310 244","www.lopezdeheredia.com",,,"42.58342","-2.847905"
"Bodegas Fin de Siglo","<p>Bodegas de elaboraci&oacute;n y crianza con unas instalaciones modernas y pr&aacute;cticas. En es exterior se ha plantado una colecci&oacute;n de diferentes variedades de uva para que el visitante pueda apreciar sus diferencias</p>","Bodegas which make and age wine in modern, practical installations. Outside a collection of different grape varieties has been planted so that the visitor can  appreciate the differences","Arenzana de Abajo","Camino de Arenzana de Arriba, 16  26311","Camino de Arenzana de Arriba, 16  26311","imagenes/Documentos/imgsem/7f/7f2b/7f2b91e6-d5c8-4a0f-9e7b-c35b4978b740/9d9f049e-47c1-2358-728c-517484b45ec3.jpg","imagenes/Documentos/imgsem/7f/7f2b/7f2b91e6-d5c8-4a0f-9e7b-c35b4978b740/b99547b0-f86b-0e22-5d77-4efb2d51f38b.jpg",,"La Rioja Alta","941 410 042 - 678 775 175","www.bodegasfindesiglo.com",,,"42.3866","-2.7191"
"Bodegas Lagar de Zabala","<p>Bodega antigua restaurada, situada en el centro del casco antiguo, en la Plaza Mayor, bajo los arcos del ayuntamiento de San Vicente de la Sonsierra.</p>","Restored old winery located in the centre of the old town, in the Plaza Mayor, beneath the arcades of San Vicente de la Sonsierra Town Hall.","San Vicente de La Sonsierra","Plaza Mayor, 2, 26338","Plaza Mayor, 2   26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Valoria","<p>Bodegas Valoria conserva entre su botellero las viejas a&ntilde;adas m&aacute;s representativas de La Rioja, tales como vinos de 1968, 1973, 1982, 1987 y 1995. Adem&aacute;s, su marca es imagen de Rioja desde hace m&aacute;s de un siglo. Ha pertenecido a familias de bodegueros desde su creaci&oacute;n. Hoy en d&iacute;a apuesta por la comercializaci&oacute;n exterior y la exportaci&oacute;n.</p>","<p>Bodegas Valoria conserva entre su botellero las viejas a&ntilde;adas m&aacute;s representativas de La Rioja, tales como vinos de 1968, 1973, 1982, 1987 y 1995. Adem&aacute;s, su marca es imagen de Rioja desde hace m&aacute;s de un siglo. Ha pertenecido a familias de bodegueros desde su creaci&oacute;n. Hoy en d&iacute;a apuesta por la comercializaci&oacute;n exterior y la exportaci&oacute;n.</p>","Logroño","Carretera de Burgos Km.5    26006","Carretera de Burgos Km.5    26006","imagenes/Documentos/imgsem/8f/8f9d/8f9dd289-a62a-4757-b1f3-8af0dcfa712f/39a6d0ed-164c-b0ee-633c-ec9a2a7fb266.jpg?v=9033","imagenes/Documentos/imgsem/8f/8f9d/8f9dd289-a62a-4757-b1f3-8af0dcfa712f/5710d31f-245a-f2cd-6009-fe795bdcdd7a.jpg?v=8124","10 €","Logroño y alrededores","+34 941 204 393","www.bvaloria.com","Bodegas Valoria","Bodegas Valoria","42.453899","-2.505127"
"Bodegas Lagar de Zabala","<p>Bodega antigua restaurada, situada en el centro del casco antiguo, en la Plaza Mayor, bajo los arcos del ayuntamiento de San Vicente de la Sonsierra.</p>","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","San Vicente de La Sonsierra","Plaza Mayor, 2   26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Marqués de Tomares","<p>Crianzas privadas con un calado en Haro del siglo XV. La bodega es moderna y c&oacute;moda para poder ver directamente la crianza y elaboraci&oacute;n de nuestros vinos.</p>","Private ageing cellar dating from the 15th c. in Haro. The bodega is modern and convenient for seeing the ageing and winemaking process of our wines.","Fuenmayor","Ctra. de Cenicero, s/n","Ctra. de Cenicero, s/n","imagenes/Documentos/imgsem/a5/a515/a515dcfa-11ee-423e-95e4-d0fc22d8e5a2/4d539154-13cb-80b6-2cb4-59c02053591b.jpg","imagenes/Documentos/imgsem/a5/a515/a515dcfa-11ee-423e-95e4-d0fc22d8e5a2/9f28d435-e813-c5b1-ca6a-5184c2260372.jpg",,"Logroño y alrededores","941 451 129","www.marquesdetomares.com",,,"42.4516761","-2.5741951"
"Bodega Marqués de Terán","<p>Bodega de arquitectura vanguardista. 80% de la bodega soterrada en monta&ntilde;a. 5 plantas. Trato exquisito de la uva que llega a dep&oacute;sito por su propia gravedad por un innovador sistema de cintas. Sistema de elaboraci&oacute;n &uacute;nico en Espa&ntilde;a, crimaceraci&oacute;n con dep&oacute;sitos de pissage. &quot;Un cl&aacute;sico de &uacute;ltima generaci&oacute;n&quot;.</p>","Bodega de arquitectura vanguardista. El 80 % de la bodega está soterrada en la montaña. 5 plantas. Trato exquisito de la uva que llega al  depósito por su propia gravedad gracias a un innovador sistema de cintas. Sistema de elaboración único en España, crimaceración con depósitos de pissage. Un clásico de última generación.","Ollauri","Ctra. de Nájera, Km 1     26220","Ctra. de Nájera, km 1, 26220 ","imagenes/Documentos/imgsem/6c/6c25/6c254dbd-0bad-47ba-9f8e-e0c82f516ae2/453e4631-23a0-8336-7aee-aa991a8ce2b9.jpg","imagenes/Documentos/imgsem/6c/6c25/6c254dbd-0bad-47ba-9f8e-e0c82f516ae2/0001c4e6-a76a-c1dd-e405-7a51bc2763a9.jpg","10 €","La Rioja Alta","941 338 373","www.marquesdeteran.com",,,"42.5717706","-2.8479184"
